Frame,Time,Elbow Angle,Shoulder Angle,Hip Angle,Knee Angle,Wrist Velocity,Elbow Velocity,Shoulder Velocity,Hip Velocity
52,1741825486.0248494,139.33742493177917,29.535115586662272,174.191086753655,178.15515864034768,0.08625267130928468,0.04826272272394224,0.029758945320309194,0.006792405763439918
53,1741825486.0874026,133.71874752497905,30.536202444860237,173.9629960344747,178.18723881296262,0.8164972306339843,0.268016024055171,0.026454112787700497,0.029074779663147383
54,1741825486.1719685,135.36733391562066,31.070659687991043,173.9728701418997,178.09011724616238,0.23784853909693374,0.05394299450584944,0.0007377394810829515,0.020094794998400507
55,1741825486.2344835,135.86211182577634,31.383778220588933,174.01222752771113,178.0245009877034,0.18055018838544942,0.045218925241700084,0.0010102740387392312,0.020742831482675764
56,1741825486.297134,135.1937315274056,31.545426878733306,174.04654618426872,177.98661949551413,0.012743987677879508,0.021288622535598007,0.0014526650158639372,0.02530365106042341
57,1741825486.3589523,134.40770700511976,31.61939961654379,174.025648708798,177.62781536621975,0.14917310025413538,0.007475046755198656,0.019449996452199633,0.01144320886043816
58,1741825486.4166317,134.13954311991822,31.67204343301369,174.02618805846828,177.48712264229994,0.03972724226085515,0.003889539263725513,0.02003283099588052,0.006166398567640566
59,1741825486.4817235,134.9073958387313,31.750857507288778,173.92026616334056,177.90511436492122,0.10045315743682272,0.04560982120505445,0.03359787077929771,0.18584486340262643
60,1741825486.5686297,125.8613446337617,29.373544335846567,174.5509440651041,178.43376661819013,0.8163110992784647,0.31747195683079654,0.2009264782139268,0.14615910005040714
61,1741825486.6381288,124.37852252055144,28.929201644887947,174.72548724090498,178.48949646353785,0.3958892420743195,0.2176491483145428,0.12167902658273701,0.08501320939800558
62,1741825486.6998272,120.26879632432325,28.004091406132247,174.61378913767385,178.36662129892133,0.3623398559382658,0.0976110304315899,0.04133854128897036,0.011722522420128154
63,1741825486.7699983,126.10048299645116,27.738882105365636,174.5480771036682,178.44030422308558,0.38689419621727356,0.16830958119387435,0.12285262840132218,0.0920103405983937
64,1741825486.839078,130.14076178306237,27.785963378935023,174.42587761962045,178.52969817265233,0.4133924953590953,0.08000004738647044,0.03388851702884989,0.07264757761772686
65,1741825486.897019,134.2243725357952,27.58405920173447,174.50592832366348,178.2879476064926,0.5850989965980877,0.13143376760441175,0.07018958327369093,0.0638550406691899
66,1741825486.9795082,135.41223287219125,27.52911340482974,174.55690519171816,178.17109819738553,0.06163014030980814,0.04836145873805054,0.05353581400905926,0.030704871983711614
67,1741825487.038785,136.6677697208342,27.794849376182956,174.66885385040194,178.12869245429127,0.2800616570140208,0.004312412709941178,0.04352063055904611,0.14477972855834906
68,1741825487.0965066,133.19649572849374,28.175443512320637,174.6400741912445,177.88503245374707,0.39564486404037963,0.10433583870249775,0.02488166234072638,0.06685617645530491
69,1741825487.1627355,134.5751156896452,28.12298555765758,174.79229265441361,177.91484792484155,0.10340960661476498,0.008210983867277985,0.010029116142187645,0.16830095804587233
70,1741825487.2193146,136.11053396421397,28.17186777627059,175.01239096750206,177.8519108659969,0.14020316703959668,0.00572706924961324,0.0016663357097109744,0.09257363799456188
71,1741825487.2978983,135.73445920952943,28.295279660206827,175.06951320937966,178.05579191003665,0.17576106137332662,0.12421374639650232,0.11974401093818451,0.1855041345250345
72,1741825487.367373,132.59038607965823,29.28206374564074,175.38945101024544,177.484973288472,0.5519572676557203,0.21817015016535654,0.07771830178680507,0.026140910004355786
73,1741825487.4281235,132.27961248368877,29.535283695378016,175.487167756086,177.38694301526718,0.03363511342862106,0.03596069280114549,0.03645123359982296,0.003349022556309228
74,1741825487.4872975,125.41976534683559,33.847764319132345,175.14729656863173,177.3755632706101,0.2661365739484064,0.6855727867533211,0.27540093422406325,0.15785194843862524
75,1741825487.559727,149.43551866214614,31.23517970794005,174.9822617101707,178.79589097228705,2.4011315974108487,0.43787321748537195,0.7151602060818324,1.1935917298888807
76,1741825487.6254148,151.86432930245476,30.18160878015603,174.368557869627,178.88942908964702,0.7800081852649042,0.33552591061165454,0.12386217467404907,0.2578090393597714
77,1741825487.6924746,152.57527071135394,29.25159263190563,173.76951112560758,179.23167859980265,0.48735201458362676,0.7734380074133635,1.2475574965144445,1.0543529313705202
78,1741825487.764689,130.19707950162743,52.680510861683345,173.69638811560318,178.70358927215327,3.1994219170036855,5.114371444004488,1.317784119173658,1.3079602213887287
79,1741825487.819986,130.89951904186518,54.156732967347125,173.92217105609285,177.95223201894638,0.30294233673707155,0.37583656906016427,0.1491179128878914,0.12438447886805987
80,1741825487.8830147,141.87187778222633,36.64493053322159,175.17758533975945,177.94778590422692,0.26476550552333916,2.17602840952429,0.8348935991647277,0.6279396177574892
81,1741825487.959195,142.84520198479083,32.79018881947002,175.05274216698334,177.70750064119161,0.6169282027564871,0.6852554208790039,0.038990013271337776,0.013356094210487075
82,1741825488.026868,143.7794324720579,30.611764620593565,174.87826756129746,177.49983573476987,0.251570069015412,0.24758524072116306,0.044195694572325056,0.1119625394689286
83,1741825488.0892997,148.30750886150264,30.89219896757449,175.29461448141325,177.49687049619644,1.9273925529937694,0.2802670614674835,0.47817063094127443,0.4099691493598168
84,1741825488.1753614,138.6158757623677,48.857410380240744,175.05673282170758,177.66343070196638,0.924558059964247,1.9378702532004064,0.19135257270202097,0.16572980833772766
85,1741825488.2464366,138.53856682107542,49.26315383906679,174.8690534564415,177.71767819117917,0.11610287610140184,0.2392439813958545,0.12593981281208805,0.1145215323863984
86,1741825488.3121321,142.12665223987221,44.593895434842864,174.89215955278647,177.89044820954632,0.3478311234460652,0.8135186465379649,0.17124990259310088,0.2556112389097983
87,1741825488.383363,148.56218541004932,37.94280703708572,175.64173673185363,178.5180405276007,2.079259074756727,1.2459943814179684,0.8982661004987053,0.503808975872817
88,1741825488.4474757,155.8972784070645,31.34133263951389,175.44356210977864,178.70373659973288,0.9626105228291395,1.055639007202606,0.16497654115045154,0.2039425140635262
89,1741825488.5070791,22.43368624346586,29.127227290241553,175.33055315814053,178.36264900933094,10.666677282567605,0.24312602269578706,0.13395409696543917,0.378366754696786
90,1741825488.566677,72.17566247635482,31.63164964053122,175.1325799845716,178.3696335270427,4.5678634365163155,0.23641937707844585,0.520795166773277,0.514171211041023
91,1741825488.6381185,98.29922670983136,32.12693175237799,175.095995464353,178.23132885444636,1.3501797637615682,0.39088328380569665,0.2904727587025633,0.28504320841739833
92,1741825488.6941056,148.3497165519233,35.03652525380184,174.43657672473233,178.43470733320507,5.493671335158666,0.8501045477545544,0.4928761276993272,0.2915764719510529
93,1741825488.7574522,151.39678899054138,36.452918461060776,173.7420763082752,178.6315383702442,1.0901498726591263,0.3644482671425813,0.2663999840442111,0.1468193195596212
94,1741825488.815646,151.62378949240363,36.74145421461124,173.4718679345145,178.79838873227197,0.2633789869180406,0.15170958811884683,0.14349957248286324,0.14747407696589485
95,1741825488.8825293,151.28867768431297,35.78273713725048,173.2930447662274,178.87038044234112,0.3825025338258681,0.11053194628303173,0.06326805881560846,0.02199013983943799
96,1741825488.9778624,153.0213701531226,33.869205252393236,173.48739203269244,178.91407790511613,0.28060051924185675,0.1913033287885895,0.011564360051727722,0.007004379170427768
97,1741825489.040517,153.73410400609427,32.98214095987717,173.61209377394934,178.88781745830613,0.11082309584257112,0.13093305489353538,0.012414257017997726,0.007225198163183096
98,1741825489.1114175,154.5473800560506,32.0247035408774,174.1076187109298,178.73743047299973,0.29857455845974323,0.19686269380650429,0.10826557301388161,0.2550476989472142
99,1741825489.1884449,156.84276160979817,30.65989392709901,173.73885405929852,178.73873662404048,0.23654555592373058,0.30098746222465994,0.13601157029336636,0.14137129084239952
100,1741825489.2656822,157.27828147180054,30.13525187677543,173.6183594995067,178.7649430805277,0.041442843109379485,0.11631007865984276,0.0688362506426303,0.06593650727206206
101,1741825489.338942,157.35445641424894,28.127288596362067,173.45802452174223,178.84556810367485,0.589776515759148,0.5132613198524786,0.20369930629197638,0.16480989381713104
102,1741825489.3993425,157.57783021538245,27.52933409332376,173.02886315327171,179.15632961556489,0.3601959473508119,0.32316376230065896,0.25561369341706547,0.4224676678268262
103,1741825489.4633443,158.34726551052225,27.03979455366836,172.99953056873014,179.23473518565908,0.10304574149007419,0.12753508504686042,0.1235397444623639,0.21078171755610392
104,1741825489.531386,158.3081671434069,27.133828051002638,173.0402892904861,179.1765025213758,0.023714439073578987,0.041635514900523425,0.06243119950177884,0.08227454773780887
105,1741825489.6081316,158.75919872778474,30.173734840522343,173.01491747522493,179.02153329712115,0.7114914926911807,0.3786020954525355,0.05676743841553191,0.12449495135867941
106,1741825489.6766953,157.22110186793785,30.756415667238112,173.08239544256384,178.91709940163716,0.13832105378226298,0.10414061806280095,0.049365995712136755,0.1570296440501062
107,1741825489.7413254,158.1759462329821,30.091906051809758,173.21743453195538,178.81220042423982,0.13347669537796145,0.09516951602584948,0.06449345452415016,0.0622649436904668
108,1741825489.8051507,155.89773656298973,30.129086897726197,173.4596076607858,179.096588226299,0.3076987741623501,0.011326518153002552,0.03310234702517479,0.06123538170833626
109,1741825489.8747056,155.95794903794572,31.236194433618174,173.701293985428,178.87994030048262,0.27720629962668836,0.1556136781957268,0.027852571458646405,0.01165023150306642
110,1741825489.9509056,155.24083260355212,32.35118204485747,174.01685043540155,178.5459828861666,0.17830347989297393,0.1268937354942596,0.013147125880439009,0.017704846251878847
111,1741825490.0213697,155.1647714884175,32.29427248489749,174.06719365863157,178.52800700663664,0.0936712405056312,0.050907397164671,0.008596815400075666,0.0031358528862001603
112,1741825490.0808332,155.05330537128893,32.12266202864946,174.05205098653855,178.33084917994168,0.05722155810673772,0.024828176238398645,0.020944368673446626,0.05752694620343589
113,1741825490.1469252,155.06543697944133,32.02286809799339,173.98677857246304,178.20950138838174,0.032241839615612965,0.022579875906876237,0.017759872666595126,0.03937648139115549
114,1741825490.2072668,155.15554719380683,31.848315683865096,174.18510637477056,178.11247806050423,0.09247686567991194,0.12187042030388603,0.06540618242460869,0.1069997081789938
115,1741825490.2713683,154.26441303205036,31.801433286672108,174.1989488735629,178.05678770551276,0.13409238840402116,0.04715030218394913,0.05799702446991735,0.059669143191048324
116,1741825490.3330898,153.29489564767096,31.549114441332875,174.25947930445952,177.9810153715154,0.17635519367611768,0.05781648741152513,0.02651520540247372,0.088181641725539
117,1741825490.3942928,153.69284467249332,31.170413519325795,174.2164701177533,177.96427327152716,0.07046555574944477,0.10134027438200383,0.0314161387480525,0.15023311862757213
118,1741825490.4577522,153.84211347643745,31.220111768921285,174.3001142363493,177.78306344837895,0.06679592546849757,0.007086213741024738,0.009329524935321737,0.13250026574405357
119,1741825490.5141156,153.99753001097653,31.266562707836187,174.30483754522305,177.68986055278447,0.011939183348281954,0.006292408035395261,0.008905847153869753,0.03150320611411471
120,1741825490.5832956,154.19657061990407,31.164360929335047,174.26716793504545,177.67237716467417,0.08539585936852773,0.023574164340905094,0.008049144071988751,0.025295880837449807
121,1741825490.642389,154.23383289973285,31.16533580544492,174.28512356990296,177.64566669158927,0.031490153405561126,0.011498244376540349,0.0017863775676631283,0.024522908073833005
122,1741825490.7082152,154.4387944084178,31.106115305879122,174.32169468450599,177.54132822872572,0.001892041654295815,0.013394764291401845,0.005139714133543081,0.004776632618355764
123,1741825490.7632878,154.4793242849379,30.942161545494255,174.30611302490357,177.49790033107297,0.10399812995878693,0.0398357874289141,0.027217385745423626,0.005230044138297668
124,1741825490.81451,154.53802146343244,30.756902962035397,174.30141576790524,177.4692385371176,0.09528314223167252,0.042025237052094,0.02222787509277055,0.0022577080497922074
125,1741825490.8988705,154.58823206817746,30.733898212557364,174.27584746896932,177.45686946300822,0.04141529874503017,0.00453631947733607,0.00030596465595598244,0.010983721396351747
126,1741825490.9645565,155.7315666803448,30.855919425992962,174.2403771887715,177.51423504827687,0.18193036624283734,0.0351019189463935,0.015583777252491956,0.019869570599454538
127,1741825491.022539,156.35793757967036,31.034818350597213,174.20600042515935,177.55337669019406,0.14221535924255183,0.03854221054046873,0.011765950436908987,0.01014087442276499
128,1741825491.0906725,157.0816122159632,31.500036780344086,174.09107776612854,177.59845210812992,0.2066192546157249,0.06651283100444862,0.006125498770337933,0.014110273277292494
129,1741825491.1635735,156.45223562480388,31.666612812524875,174.12955956000582,177.594246844083,0.042149890214267384,0.025507533853813942,0.0031000257467790706,0.013969240130099718
130,1741825491.2268174,156.07080961233993,31.78235363852374,174.1602352365026,177.60940539885465,0.008967765670878036,0.023717765409614223,0.002666289061640482,0.017270144760017724
131,1741825491.2880754,156.23297595708829,31.55753307274492,174.11594843716702,177.61202286240783,0.08772345054134516,0.04994239814016578,0.008072117197871294,0.003786845129417016
132,1741825491.3657384,156.19710516086926,31.70678737348025,174.15577028950196,177.58781102664972,0.06359025065966163,0.018728766810811537,0.007258221665564701,0.014595431574310301
133,1741825491.4261882,156.15986804110116,31.74497423960045,174.19190005514915,177.60650357156294,0.01935032186061686,0.005221550915006834,0.0036238503924587023,0.02320765750213362
134,1741825491.4879305,155.2699410086341,33.04426596410818,174.1833457166785,177.60933469633076,0.2875250227653342,0.19243864917319922,0.009615141530009001,0.013967196713177726
135,1741825491.5542593,154.9185901781872,33.26462282471969,174.13100394310388,177.69907405078928,0.02871522187129019,0.0535495499744684,0.009112434508543807,0.038158405888427886
136,1741825491.6162224,154.57002019152895,33.5064191711667,174.107099972881,177.74693089807084,0.03958851361875208,0.0504634058188337,0.006668593649624436,0.028793683625332932
137,1741825491.675764,153.9512327392457,33.4227416341318,174.1199488486697,177.7336000179496,0.09576601101177364,0.023892840523010536,0.004757010355779745,0.0002551183798942952
138,1741825491.7652364,153.72876007081518,33.59944014844148,174.13696772629686,177.65807789005027,0.03566935590850243,0.015191424016879753,0.003106874130156072,0.00599389017771549
139,1741825491.8315637,153.59252582803813,33.79072953334318,174.13835910971656,177.612229899372,0.04810466890296043,0.02123283346522617,0.005000171012282061,0.005105292047084777
140,1741825491.894751,153.64024092876124,33.588276595477694,173.97322284179472,177.8111474938131,0.020892521722139522,0.008831619823381119,0.026859183793175225,0.0541057944045427
141,1741825491.955331,153.6413279579135,33.50123830381204,173.95871637008108,177.82330537533068,0.036778832821435084,0.024472197691208907,0.01517035998094639,0.04684033842367623
142,1741825492.0206466,153.5507298809004,33.267273840518726,173.94050882379534,177.86820776305441,0.07100925236341822,0.032476513846140295,0.008136893395339165,0.04563173918066142
143,1741825492.0866985,153.23845372939815,33.77448903920168,173.63296165590435,178.19823415276625,0.12337177588848687,0.1064597690656882,0.01239141014573896,0.10477873990331452
144,1741825492.1679413,153.19899602949494,33.7846061575434,173.62987926320906,178.19336137855942,0.0035378369926538913,0.014590416042145588,0.010203702041314785,0.006454600244146847
145,1741825492.222469,153.18950534325919,33.830249586536446,173.6259211298859,178.18222068440195,0.009152973837548362,0.023344177585691933,0.008127606528935197,0.0031439567255233543
146,1741825492.2888408,152.82298444281017,33.59875855042547,173.5719714638881,178.19720687380288,0.12120883543937724,0.038626806471870584,0.0006541418233025961,0.029228198278835774
147,1741825492.3594167,151.78255988786287,33.235970388489925,173.55378387858775,178.2705746317633,0.2040825621840981,0.04313154381817167,0.005060822421660634,0.0021767706506626706
148,1741825492.4300208,151.53239858772693,33.09457230066679,173.54420941477483,178.34620914045573,0.0669717664558412,0.01785479882692578,0.0040957124461291315,0.0048618614561470675
149,1741825492.4927394,152.065265241093,34.2405255902819,173.52094267480282,178.34916880991403,0.346997497454301,0.16414364667849468,0.007669556424052159,0.024454186134358572
150,1741825492.5661333,150.75410755128897,35.65504091526395,173.54214084384358,178.2245159589715,0.16154531971031727,0.16594177344570715,0.004571226448177158,0.030375892808733176
151,1741825492.6305995,150.1729932852211,36.491776014766934,173.56149545429705,178.13222333013255,0.13254036914547496,0.1108113223415997,0.004476400764191201,0.013066913641835631
152,1741825492.6859848,150.3223704545719,36.440785303795565,173.55427470565846,178.1343547474491,0.0039399384684493735,0.013276232609047395,0.0006829805820931443,0.011946253929319202
153,1741825492.7586854,150.9715502938219,35.82707716757652,173.5559332577721,178.13106328409515,0.08064123069613625,0.06926868944646701,0.0046974728725144065,0.007242863379339509
154,1741825492.8156688,151.28749835616279,35.59274830893703,173.5451578181228,178.11885601566144,0.03319673086388076,0.03379299758241128,0.005123136407927976,0.006254644972361216
155,1741825492.881433,151.34022846558275,36.59072003817121,173.60482207543538,177.94780750798773,0.3191471530890862,0.14528264701883817,0.01851608929926847,0.07802905628899667
156,1741825492.9659123,151.90104242773805,35.95112644840928,173.5618428733806,178.00744029879257,0.1216381254552519,0.07218487247396857,0.0002963742475927693,0.012980814424599753
157,1741825493.03817,152.32140582925837,35.41800439708272,173.5271699614029,178.05701320409804,0.11053385525566964,0.06897051877623372,0.0005088978185594053,0.014449364411006754
158,1741825493.0969608,152.27355731170013,35.617851066685844,173.44961829310046,178.1856496203513,0.03550585758311255,0.02518605011156312,0.00037843048887282815,0.03325517968351256
159,1741825493.156887,151.68827879428025,35.61625661254061,173.43923245148807,178.2352075307872,0.07279466340360913,0.0017740884217216722,0.0037829460021363164,0.06486977234476438
160,1741825493.226537,151.37259292713458,35.607044985098355,173.43827477573421,178.26628245046973,0.035011856645895865,0.0015829979591036616,0.0028398331639683527,0.03483007904678675
161,1741825493.2839785,151.37331733022202,35.531438298113684,173.41724666838394,178.15394323460032,0.012704972053303388,0.004749768691413092,0.01443593366743108,0.026650889843597664
162,1741825493.3637617,151.39103389429016,35.5326983689113,173.4420004934496,178.0996835911551,0.0006423520652053754,0.0009652365561842732,0.002483445192959063,0.004192145591596282
163,1741825493.423837,151.42433569760314,35.54112408760538,173.4533319691179,178.06896577065342,0.005068253964651912,0.001413514292770911,0.004235811694668846,0.0016596891641722357
164,1741825493.4877014,151.56950366686448,35.5650232851314,173.52661097855085,178.03285948705457,0.09800831095173347,0.008691592348170688,0.0017563499212867551,0.011143286159668472
165,1741825493.5592706,151.97626965714477,34.961027278876024,173.57925553918102,178.04814375746784,0.1452984021379175,0.10016602050044045,0.01711019930686091,0.03166000978831514
166,1741825493.623562,152.27097224234447,34.37579529902517,173.6104996986142,178.05672865642924,0.1462908339946226,0.10613049629932546,0.014309167265606696,0.025199882712886514
167,1741825493.6939278,153.25395310049893,33.8277710681487,173.604361593369,178.0368924009655,0.06977418600465594,0.0772271870629881,0.02094218435312219,0.025663285207902422
168,1741825493.771563,153.12237976456947,33.92220384694215,173.50657196344056,178.07378126381118,0.012195442049053862,0.0017067076011078517,0.004989793470048263,0.014333803212606933
169,1741825493.8323605,153.0117439215305,33.9800416561684,173.44326584602655,178.0953822191942,0.012438299882412457,0.0017601881589623782,0.00619693039213081,0.01208102973275671
170,1741825493.899926,152.3581496251309,34.902172286440226,173.43547191257218,177.94917015369563,0.25977455597276333,0.13671110956934307,0.008040518722707125,0.008101881557952134
171,1741825493.9651723,151.77047373131307,35.62634133035954,173.48144546816363,177.517616331602,0.19661768684746214,0.1228643525664107,0.008937748004593378,0.022986292917732284
172,1741825494.0381763,151.43611463636927,35.942381627544755,173.50686972947884,177.26926922859275,0.06695877834483284,0.05397980127837537,0.007171345955517078,0.013377280489170041
173,1741825494.094803,65.16315757875162,35.2934620860789,174.07996223648016,176.14849183526871,7.872648660231345,0.21113209028179683,0.14628268551801427,0.32924908634880873
174,1741825494.169917,24.109191060133337,5.56983008133571,154.69976313695855,144.55387112377184,6.31418069926172,3.8072923011095163,0.9196920758650611,0.3217925094964566
